available_dl_prbs,available_ul_prbs,ue_id,dl_bytes,ul_bytes,dl_prbs,ul_prbs,tx_pkts,tx_errors,rx_pkts,rx_errors,rx_brate,dl_cqi,dl_ri,dl_pmi,ul_phr,ul_sinr,ul_mcs,ul_samples,dl_mcs,dl_samples,ue_id2,dl_bytes2,ul_bytes2,dl_prbs2,ul_prbs2,tx_pkts2,tx_errors2,rx_pkts2,rx_errors2,rx_brate2,dl_cqi2,dl_ri2,dl_pmi2,ul_phr2,ul_sinr2,ul_mcs2,ul_samples2,dl_mcs2,dl_samples2
100,100,70,13326628,208572,142852,4879,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,33181172,495248,355176,9797,2,0,0,0,0,0,0,0,0,0,0,0,28,3
100,100,70,13190642,211588,144388,4892,40,0,10,0,65728,15,0,0,40,39.3306,22.3333,27,27.8533,75,72,33179888,497328,354924,9812,84,1,12,0,100592,15,0,0,40,0,0,24,27.9086,175
100,100,70,13326628,209924,144300,4858,71,2,16,0,116848,15,0,0,40,39.5607,22.5263,38,27.9139,151,72,33180584,485732,355084,9736,176,2,36,0,245832,15,0,0,40,40.1635,19.5362,69,27.9884,344
100,100,70,13326628,211016,143748,4854,105,0,27,0,172632,15,0,0,40,39.0726,21.5932,59,27.896,202,72,33181390,475176,355672,9316,261,1,42,0,305472,15,0,0,40,39.8974,22.1333,75,27.9773,529
100,100,70,13303292,198424,143472,4623,23,0,7,0,50712,15,0,0,40,0,0,7,27.85,40,72,31931018,470108,341200,9363,57,1,8,0,77472,15,0,0,40,39.8973,22.625,16,28,124
100,100,70,13213978,174928,144136,4075,57,0,20,0,85264,15,0,0,40,38.8497,21.6316,38,27.9492,118,72,32064696,431028,340480,8484,138,0,24,0,158576,15,0,0,40,40.0293,22.0469,64,28,272
100,100,70,13326628,191256,143428,4516,94,0,27,0,129896,15,0,0,40,39.1788,21.8983,59,27.9462,186,72,31926512,411204,341132,8267,218,1,37,0,214728,15,0,0,40,40.07,22.2025,79,28,440
100,100,70,13201156,189092,143296,4558,126,0,32,0,203576,15,0,0,40,39.5239,22.1786,56,27.9421,242,72,31979082,382176,341252,7756,304,1,43,0,318568,15,0,0,40,39.6554,22.7532,77,28,614
100,100,70,13326628,190320,144108,4516,10,0,4,0,25216,15,0,0,40,0,0,8,27.9524,21,72,31908488,438204,340508,8820,32,0,5,0,28008,15,0,0,40,0,0,10,28,60
100,100,70,13190642,193232,143800,4511,45,0,12,0,68928,15,0,0,40,0,0,16,27.957,93,72,31938528,437016,340604,8847,112,1,18,0,142968,15,0,0,40,40.391,21.9302,43,28,220
100,100,70,13326628,190112,144532,4487,85,0,20,0,108232,15,0,0,40,39.4638,21.9032,31,27.9467,169,72,31980584,454544,340028,8965,188,0,29,0,282088,15,0,0,40,39.9737,22.6,70,28,375
100,100,70,13326628,190372,144112,4592,1,0,0,0,0,0,0,0,0,0,0,0,0,2,72,31937026,412144,340536,8413,1,0,0,0,0,0,0,0,0,0,0,0,28,3
100,100,70,13326628,192972,143380,4541,32,1,9,0,52648,15,0,0,40,39.4587,21.5909,22,27.9577,71,72,31855918,435460,341152,8936,86,1,22,0,109072,15,0,0,40,40.2204,20.1842,38,28,164
100,100,70,13201156,190156,144832,4451,74,0,17,0,107304,15,0,0,40,39.3531,22.5152,33,27.9416,137,72,31911492,438128,339728,8840,161,1,25,0,219960,15,0,0,40,39.6294,22.9302,43,28,330
100,100,70,13326628,191048,144204,4495,105,2,24,0,163752,15,0,0,40,39.6361,22.5366,41,27.9434,212,72,31977580,465284,340376,9361,246,1,47,0,333952,15,0,0,40,40.3483,20.3551,107,28,489
100,100,70,13326628,192036,143880,4534,135,0,40,0,205656,15,0,0,40,39.2317,21.8989,89,27.9382,275,72,31824376,436656,340680,8750,332,1,46,0,386448,15,0,0,40,39.7103,22.4205,88,28,658
100,100,70,13326628,190944,144416,4499,22,0,4,0,37496,15,0,0,40,0,0,4,27.96,50,72,31938528,444776,340312,8893,57,0,8,0,78528,15,0,0,40,39.6481,22.5,24,28,110
100,100,70,13190642,190944,145280,4483,94,0,28,0,148008,15,0,0,40,39.1942,22.4,60,27.9239,184,72,31821372,434108,339336,8785,218,1,37,0,283080,15,0,0,40,39.7071,22.4,75,28,443
100,100,70,13349158,187176,144360,4527,128,2,41,0,187752,15,0,0,40,38.8892,19.8966,87,27.9459,259,72,31864930,427780,340196,8479,300,1,41,0,412896,15,0,0,40,39.1443,22.7377,61,28,597
100,100,70,13233504,166120,145036,4037,12,0,1,0,6968,15,0,0,40,0,0,2,27.9062,32,72,31932520,450188,339580,8977,28,0,4,0,38880,15,0,0,40,0,0,4,28,52
100,100,70,13326628,154076,143508,3860,47,0,10,0,67616,15,0,0,40,0,0,13,27.9468,94,72,32037660,481260,341164,9509,110,0,18,0,144408,15,0,0,40,40.4895,21.9778,45,28,218
100,100,70,13190642,172848,143820,4147,80,0,23,0,121000,15,0,0,40,39.4669,22.6136,44,27.929,155,72,31914496,459392,340796,9285,194,1,28,0,279848,15,0,0,40,39.6352,22.24,50,28,392
100,100,70,13326628,165308,144552,4088,116,0,37,0,164880,15,0,0,40,38.7037,19.8451,71,27.9292,240,72,31940030,446616,340080,8901,273,0,38,0,391456,15,0,0,40,39.4668,22.3218,87,28,542
100,100,70,13190642,172640,143476,4149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,31970070,441492,341084,8850,1,0,0,0,0,0,0,0,0,0,0,0,0,3
100,100,70,13326628,162968,144260,3909,38,1,9,0,42440,15,0,0,40,39.2627,21.9565,23,27.9359,78,72,32082720,471068,340356,9533,80,0,12,0,114520,15,0,0,40,0,0,24,28,160
100,100,70,13326628,164840,144536,4096,65,0,30,0,113328,15,0,0,40,38.3906,18.2321,56,27.9242,132,72,31827380,397072,340024,7963,169,0,23,0,179104,15,0,0,40,39.9029,22.7308,52,28,338
100,100,70,13190642,174772,143656,4127,106,1,28,0,136912,15,0,0,40,39.2031,22.2143,56,27.9522,209,72,31896472,438920,340788,8709,244,0,31,0,304016,15,0,0,40,39.5766,22.8841,69,28,488
100,100,70,13326628,174044,143984,4183,140,1,40,0,178144,15,0,0,40,38.828,21.7073,82,27.946,278,72,32096238,450216,340616,9090,327,1,54,0,447456,15,0,0,40,39.7671,22.3902,123,28,654
100,100,70,13326628,173108,144216,4194,170,2,45,0,237000,15,0,0,40,39.3477,22.5111,90,27.9325,341,72,31720738,436240,340324,8679,415,2,57,0,455336,15,0,0,40,39.685,22.4737,114,28,823
100,100,70,11705581,154636,127384,3691,107,0,17,0,141672,15,0,0,40,39.3489,22.5278,36,27.6528,216,72,24538337,351696,264308,6950,0,0,0,0,0,15,0,0,0,0,0,0,0,0
