available_dl_prbs,available_ul_prbs,dl_bytes,ul_bytes,dl_prbs,ul_prbs,tx_pkts,tx_errors,rx_pkts,rx_errors,rx_brate,dl_cqi,dl_ri,dl_pmi,ul_phr,ul_sinr,ul_mcs,ul_samples,dl_mcs,dl_samples
100,100,1359860,17264,14784,485,32,0,8,0,41952,15,0,0,30,0,0,10,27.8636,66
100,100,1339528,16120,14572,445,27,0,5,0,23512,15,0,0,30,104.523,22,10,27.7705,61
100,100,1244206,17316,13532,474,23,0,8,0,46576,15,0,0,30,104.397,22.5,14,27.7391,46
100,100,1359860,16952,14808,445,0,0,0,0,0,15,0,0,0,0,0,0,0,0
100,100,1359860,16848,14784,441,8,0,4,0,20400,15,0,0,30,104.524,22.25,8,27.8333,12
100,100,1359860,17212,14776,474,17,0,3,0,16264,15,0,0,30,104.527,22.5,8,27.6667,42
100,100,1223874,15600,13304,414,0,0,1,0,4136,15,0,0,0,0,0,1,0,0
100,100,1359860,16692,14776,504,16,0,5,0,28392,15,0,0,30,104.533,22.8,10,27.7576,33
100,100,1359860,17108,14788,477,17,0,5,0,25688,15,0,0,30,104.44,22.2727,11,26.2703,37
100,100,1359860,16640,14852,477,33,0,7,0,39624,15,0,0,30,104.485,22.1579,19,26.5753,73
100,100,1223874,15236,13292,393,16,0,4,0,21552,15,0,0,30,104.479,22.1429,7,27.7647,34
100,100,1359860,16744,14776,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,1359860,17160,14884,474,0,0,0,0,0,15,0,0,0,0,0,0,0,0
100,100,1359860,16796,14784,472,16,0,4,0,19376,15,0,0,30,104.532,22,9,27.7143,35
100,100,1312492,15652,14276,402,6,0,0,0,0,15,0,0,0,0,0,0,27.8,20
100,100,1271242,16796,13828,444,17,0,5,0,26344,15,0,0,30,104.531,22,13,26.2857,35
100,100,1359860,16640,14788,465,17,0,5,0,26344,15,0,0,30,104.534,22,9,26.1818,33
100,100,1359860,16380,14788,429,32,0,9,0,44936,15,0,0,30,104.528,22.5556,18,27.697,66
100,100,1312492,15184,14280,423,26,0,4,0,19376,15,0,0,30,104.53,22,10,27.8269,52
100,100,1271242,16640,13860,414,32,0,8,0,41952,15,0,0,30,104.48,22.4737,19,27.6923,65
100,100,1359860,17160,14772,454,0,0,0,0,0,15,0,0,0,0,0,0,0,0
100,100,1359860,16536,14836,432,16,0,4,0,21552,15,0,0,30,104.455,22.2222,9,27.7105,38
100,100,1359860,17264,14788,456,16,0,3,0,17416,15,0,0,30,104.438,22.2857,7,27.6923,39
