available_dl_prbs,available_ul_prbs,dl_bytes,ul_bytes,dl_prbs,ul_prbs,tx_pkts,tx_errors,rx_pkts,rx_errors,rx_brate,dl_cqi,dl_ri,dl_pmi,ul_phr,ul_sinr,ul_mcs,ul_samples,dl_mcs,dl_samples
100,100,32582568,233920,349584,5437,61,0,13,0,39688,15,0,0,30,104.482,21.5172,29,27.9123,114
100,100,3399650,22568,35696,511,62,0,9,0,34536,15,0,0,30,104.52,22.25,12,27.9315,146
100,100,3263664,23036,35760,543,75,0,16,0,61312,15,0,0,30,104.52,21.2895,38,27.8947,152
100,100,3263664,22152,35004,533,0,0,1,0,4136,15,0,0,0,0,0,2,0,0
100,100,3399650,20644,36472,528,20,0,2,0,7248,15,0,0,30,104.533,20.8,5,27.9459,37
100,100,3263664,22672,35024,501,30,0,5,0,20744,15,0,0,30,104.533,22.1111,9,27.9107,56
100,100,3399650,22880,36388,520,36,0,5,0,19656,15,0,0,30,104.536,20.6154,13,27.9406,101
100,100,3263664,22568,35068,483,45,0,6,0,23408,15,0,0,30,104.533,21.4,10,27.8778,90
100,100,3263664,21996,35020,534,46,0,8,0,27520,15,0,0,30,104.505,21.7647,17,27.9011,91
100,100,3399650,22308,36436,611,61,0,9,0,33864,15,0,0,30,104.524,21.65,20,27.9,120
100,100,3263664,21788,35016,520,61,0,14,0,50096,15,0,0,30,104.506,22.3,30,27.8931,131
100,100,3399650,22672,36484,514,15,0,0,0,0,15,0,0,0,0,0,0,27.9333,30
100,100,3263664,23400,35004,511,16,0,4,0,11728,15,0,0,30,104.377,21.3636,11,27.8421,38
100,100,3399650,22048,35092,523,15,0,2,0,7888,15,0,0,30,0,0,4,27.9375,32
100,100,3263664,22152,36348,524,30,0,6,0,27136,15,0,0,30,0,0,6,27.9153,59
100,100,3263664,22880,34996,509,30,0,6,0,24880,15,0,0,30,104.532,22.1,10,27.8333,60
100,100,3399650,22100,36436,490,61,0,10,0,34560,15,0,0,30,104.429,21.5,18,27.8952,124
100,100,3263664,23036,34988,613,61,0,13,0,43432,15,0,0,30,104.504,21.4828,29,27.9256,121
100,100,3399650,22308,36084,549,64,0,11,0,47256,15,0,0,30,104.48,22.3043,23,27.9324,148
100,100,3263664,23972,35392,572,0,0,1,0,5992,0,0,0,0,0,0,2,0,0
100,100,3263664,21892,34992,539,8,0,3,0,8120,15,0,0,0,104.478,22.6667,6,0,0
100,100,3399650,22776,36444,562,31,0,3,0,12024,15,0,0,30,104.53,22,5,27.9153,59
100,100,3263664,22776,35004,506,30,0,6,0,23456,15,0,0,30,104.531,20.7857,14,27.8966,58
100,100,3399650,22568,36464,497,41,0,7,0,30616,15,0,0,30,104.501,22.4167,12,27.8681,91
100,100,3263664,24024,34992,586,45,0,7,0,27800,15,0,0,30,104.533,22,12,27.8427,89
100,100,3263664,22776,35000,498,46,0,7,0,25672,15,0,0,30,104.497,22,15,27.8723,94
100,100,3399650,24544,36456,597,61,0,11,0,50200,15,0,0,30,104.438,21.1905,21,27.8264,121
100,100,3263664,22100,35000,536,75,0,14,0,50160,15,0,0,30,104.512,22.2424,33,27.8333,150
100,100,3399650,23244,36444,579,15,0,1,0,4136,15,0,0,30,0,0,2,27.9,30
100,100,3263664,22308,35004,504,16,0,4,0,11728,15,0,0,30,104.362,21.3,10,27.8919,37
100,100,3399650,21112,35208,479,15,0,3,0,11640,15,0,0,30,104.533,22,9,27.8235,34
100,100,3263664,22932,36284,525,30,0,9,0,27944,15,0,0,30,104.478,21.7,20,27.9219,64
100,100,3263664,21736,34972,572,45,0,6,0,23408,15,0,0,30,104.528,21.6667,9,27.92,75
100,100,3399650,22620,36432,569,61,0,9,0,33384,15,0,0,30,104.441,21.4444,18,27.8306,124
100,100,3263664,22256,34980,519,61,0,11,0,40600,15,0,0,30,104.513,21.9167,24,27.8689,122
100,100,3399650,21580,36388,529,69,0,14,0,51248,15,0,0,30,104.508,22,37,27.6981,159
100,100,3263664,22932,35064,499,9,0,2,0,7888,15,0,0,30,104.539,22,6,0,3
100,100,3263664,20852,34980,455,16,0,4,0,10080,15,0,0,30,104.404,22,11,27.7241,29
100,100,3399650,22672,36436,529,31,0,3,0,12024,15,0,0,30,0,0,4,27.7188,64
100,100,3263664,22828,35012,521,31,0,6,0,17696,15,0,0,30,104.375,21.4118,17,27.3667,60
100,100,3399650,22724,36448,562,45,0,5,0,22984,15,0,0,30,104.536,22.3,10,27.9011,91
100,100,3263664,21996,35012,488,45,0,9,0,31048,15,0,0,30,104.505,22.1053,19,27.9053,95
100,100,3399650,21268,35232,503,48,0,12,0,41104,15,0,0,30,104.478,21.7308,26,27.5049,101
100,100,3263664,21684,36252,516,75,0,12,0,45408,15,0,0,30,104.531,20.9091,22,27.85,140
100,100,3263664,21580,35008,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,100,3399650,22100,36448,493,15,0,0,0,0,15,0,0,0,0,0,0,27.871,31
100,100,3263664,22360,34992,508,16,0,4,0,14368,15,0,0,30,104.514,22,9,27.697,33
100,100,3399650,21424,35500,510,19,0,4,0,15776,15,0,0,30,0,0,8,27.8537,41
