available_dl_prbs,available_ul_prbs,ue_id,dl_bytes,ul_bytes,dl_prbs,ul_prbs,tx_pkts,tx_errors,rx_pkts,rx_errors,rx_brate,dl_cqi,dl_ri,dl_pmi,ul_phr,ul_sinr,ul_mcs,ul_samples,dl_mcs,dl_samples,ue_id2,dl_bytes2,ul_bytes2,dl_prbs2,ul_prbs2,tx_pkts2,tx_errors2,rx_pkts2,rx_errors2,rx_brate2,dl_cqi2,dl_ri2,dl_pmi2,ul_phr2,ul_sinr2,ul_mcs2,ul_samples2,dl_mcs2,dl_samples2
100,100,79,33180530,497224,355864,9753,40,0,5,0,42248,15,0,0,40,0,0,5,27.9655,87,92,6673828,95020,73828,2258,13,0,2,0,19400,13,0,0,40,0,0,2,27.8571,14
100,100,79,33180530,493584,355880,9837,126,1,17,0,150352,15,0,0,40,0,0,21,27.9547,243,92,6663314,94016,73024,2219,30,0,7,0,45464,15,0,0,40,38.9187,22.4118,17,27.9153,59
100,100,79,33316516,482716,355768,9456,208,0,25,0,303728,15,0,0,40,38.3565,22.8125,48,27.9282,418,92,6663314,92092,71860,2220,44,1,7,0,50480,15,0,0,40,38.6458,22.5,14,27.8617,94
100,100,79,33180530,482040,356084,9471,301,0,33,0,383520,15,0,0,40,38.9944,22.7937,63,27.9068,601,92,6663314,93184,71468,2201,59,3,13,0,87904,15,0,0,40,40.1154,22.3846,26,27.8667,120
100,100,79,33181390,468520,356328,9263,382,0,45,0,497752,15,0,0,40,38.2559,22.4898,98,27.947,773,92,6527328,95836,71188,2246,75,0,15,0,127096,15,0,0,40,39.9114,22.7667,30,27.8843,147
100,100,79,33180584,457808,355940,9014,481,0,62,0,592536,15,0,0,40,38.1376,22.3833,120,27.9181,952,92,6663314,94120,72032,2170,90,0,15,0,131272,15,0,0,40,39.6716,22.7059,34,27.8548,186
100,100,79,33180584,499460,355172,9794,6,0,1,0,4136,0,0,0,40,0,0,2,28,16,92,6673828,94552,73540,2141,8,0,1,0,4136,0,0,0,40,0,0,1,27.6,15
100,100,79,33316570,500656,356088,9780,98,0,14,0,124464,15,0,0,40,38.1226,22.5,26,27.9448,181,92,6642982,92812,72964,2222,16,0,5,0,19832,13,0,0,40,0,0,7,27.75,44
100,100,79,33180530,505752,355684,9953,186,0,23,0,276248,15,0,0,40,38.5027,22.5476,42,27.9064,374,92,6568688,93288,73144,2282,30,0,5,0,42208,13,0,0,40,39.6254,22.6364,11,27.9153,59
100,100,79,33180584,456456,355728,9138,271,0,36,0,302800,15,0,0,40,37.9028,22.4638,69,27.9377,546,92,6673828,93576,74420,2110,60,0,14,0,79536,13,0,0,40,38.6285,22.3438,32,25.8348,115
100,100,79,33180584,468052,355740,9251,355,0,49,0,436496,15,0,0,40,37.6689,22.3333,93,27.8843,709,92,6663314,98228,73192,2420,76,0,13,0,112896,13,0,0,40,39.6159,22.5833,24,27.871,155
100,100,79,33181390,465452,355880,9229,68,0,8,0,71280,15,0,0,40,38.3554,22.6111,18,27.8864,132,92,6663314,99008,73260,2387,15,0,3,0,25496,13,0,0,40,0,0,6,27.9062,32
100,100,79,33180584,456976,355936,8997,156,0,19,0,202584,15,0,0,40,38.0765,22.8,45,27.9416,308,92,6673828,97788,74572,2271,32,0,9,0,54624,13,0,0,40,40.2766,21.3529,17,27.7538,65
100,100,79,33180584,480896,355252,9581,239,0,28,0,294280,15,0,0,40,38.3936,22.3,70,27.9255,483,92,6673828,93940,72932,2306,55,0,11,0,72240,13,0,0,40,38.7421,22.5294,17,27.5146,103
100,100,79,33180584,464516,355504,9146,324,0,42,0,388800,15,0,0,40,37.9633,22.5116,86,27.9187,664,92,6636974,93720,73396,2224,79,6,14,0,78328,13,0,0,40,39.6788,22.2143,28,27.7019,161
100,100,79,33180584,466648,355960,9213,672,0,101,0,829664,15,0,0,40,37.6057,21.276,192,27.9303,1334,92,6673828,94096,74052,2171,142,2,29,0,177160,13,0,0,40,39.7815,22.463,54,27.8084,287
100,100,79,33179888,484016,355264,9639,33,0,5,0,55408,15,0,0,40,39.1683,22.9167,12,27.9692,65,92,6663314,90792,72972,2242,15,0,1,0,4136,13,0,0,40,37.0746,22,3,27.931,29
100,100,79,33180584,481884,355548,9598,129,0,19,0,166840,15,0,0,40,37.5412,22.1591,44,27.908,250,92,6663314,92300,73056,2150,24,2,3,0,20248,13,0,0,40,38.5258,22.3333,9,27.3818,55
100,100,79,33181390,482144,356324,9584,219,0,24,0,267456,15,0,0,40,38.5931,22.8302,53,27.9289,436,92,6537842,93940,72648,2342,41,0,14,0,68416,13,0,0,40,38.7038,22.4286,28,26.3333,78
100,100,79,33180530,485784,355536,9678,297,0,42,0,387816,15,0,0,40,37.4782,22.2277,101,27.9181,598,92,6663314,93444,73656,2183,60,0,10,0,82024,13,0,0,40,39.0717,22.6471,17,27.8729,118
100,100,79,33317212,494156,355592,9809,472,0,65,0,623928,15,0,0,40,37.9922,22.5101,149,27.9189,950,92,6663314,38584,72072,936,95,0,18,0,61040,13,0,0,40,40.0801,22.2632,38,27.9022,184
