available_dl_prbs,available_ul_prbs,ue_id,dl_bytes,ul_bytes,dl_prbs,ul_prbs,tx_pkts,tx_errors,rx_pkts,rx_errors,rx_brate,dl_cqi,dl_ri,dl_pmi,ul_phr,ul_sinr,ul_mcs,ul_samples,dl_mcs,dl_samples
100,100,73,498930,9672,7608,219,19,0,8,0,27584,15,0,0,40,40.8194,21.7222,18,27.359,39
100,100,73,468084,11336,7156,256,12,0,4,0,10064,15,0,0,40,40.0453,21.25,8,27.2857,28
100,100,73,498930,8060,7524,190,12,0,4,0,12816,15,0,0,40,40.8182,21.3333,9,27.7143,21
100,100,73,498930,8164,7516,191,18,0,6,0,17360,15,0,0,40,40.0144,21.3846,13,27.5833,36
100,100,73,498930,8060,7508,190,18,0,6,0,17360,15,0,0,40,38.4382,21.4,10,27.3611,36
100,100,73,498930,8164,7480,191,1,0,1,0,4136,15,0,0,40,40.5587,22,3,0,0
100,100,73,498930,8164,7472,191,18,0,6,0,17856,15,0,0,40,39.555,21.8,10,27.4167,36
100,100,73,498930,8944,7496,201,17,0,6,0,17360,15,0,0,40,40.4029,21.4,10,27.6176,34
100,100,73,498930,8112,7544,191,17,0,6,0,17360,15,0,0,40,40.534,21.3846,13,27.5588,34
100,100,73,498930,8060,7576,200,17,0,6,0,17360,15,0,0,40,40.3481,21.3846,13,27.6667,33
100,100,73,498930,7956,7488,191,17,0,5,0,13224,15,0,0,40,40.8477,21.3333,9,27.5278,36
100,100,73,498930,8164,7492,191,15,0,6,0,17360,15,0,0,40,40.7361,21.3846,13,27.7143,28
100,100,73,498930,8216,7480,191,19,0,6,0,17856,15,0,0,40,40.5058,21.8,10,27.1842,38
100,100,73,498930,8112,7460,190,19,0,6,0,17360,15,0,0,40,39.9136,21.3846,13,27.641,39
100,100,73,498930,8164,7468,191,12,0,4,0,12816,15,0,0,40,39.3109,21.3333,9,27.5652,23
100,100,73,498930,8112,7472,190,17,0,6,0,17360,15,0,0,40,39.7295,21.3846,13,27.5758,33
100,100,73,498930,8164,7480,191,18,0,6,0,17360,15,0,0,40,40.3208,21.3846,13,27.7059,34
100,100,73,498930,8164,7472,190,18,0,6,0,17360,15,0,0,40,40.9449,21.4,10,27.3421,38
100,100,73,498930,8112,7680,191,18,0,6,0,17360,15,0,0,40,40.6508,21.2308,13,27.5789,38
100,100,73,498930,7800,7496,191,17,0,5,0,13224,15,0,0,40,40.3656,21.2,10,27.6176,34
100,100,73,498930,8164,7476,191,17,0,6,0,17360,15,0,0,40,40.5366,21.2308,13,27.5714,35
100,100,73,498930,8060,7568,190,17,0,6,0,17360,15,0,0,40,40.1041,21.3846,13,27.5758,33
100,100,73,498930,8164,7484,191,16,0,6,0,17856,15,0,0,40,40.5531,21.5385,13,27.5,30
100,100,73,498930,8060,7464,190,18,0,6,0,17360,15,0,0,40,38.9802,21.2308,13,27.6111,36
100,100,73,498930,8112,7460,190,1,0,1,0,4136,15,0,0,40,0,0,1,0,0
100,100,73,498930,8112,7500,191,18,0,6,0,17360,15,0,0,40,40.4606,21.2308,13,27.5789,38
100,100,73,498930,8268,7460,191,17,0,6,0,17360,15,0,0,40,40.0678,21.3846,13,27.6176,34
100,100,73,498930,8164,7476,191,18,0,6,0,17360,15,0,0,40,39.2755,21.3846,13,27.5294,34
100,100,73,498930,8164,7468,191,20,0,6,0,17856,15,0,0,40,40.3369,21.8,10,27.125,40
100,100,73,498930,8112,7488,191,18,0,6,0,17856,15,0,0,40,40.4717,21.5385,13,27.5294,34
100,100,73,498930,8060,7480,190,18,0,6,0,17360,15,0,0,40,40.4396,21.2308,13,27.6111,36
100,100,73,498930,8112,7472,190,17,0,6,0,17360,15,0,0,40,39.9658,21.2308,13,27.6765,34
100,100,73,498930,8112,7580,191,17,0,6,0,17360,15,0,0,40,39.497,21.3846,13,27.7429,35
100,100,73,408004,7072,6488,172,7,0,2,0,4544,15,0,0,40,0,0,2,27.1176,17
