available_dl_prbs,available_ul_prbs,ue_id,dl_bytes,ul_bytes,dl_prbs,ul_prbs,tx_pkts,tx_errors,rx_pkts,rx_errors,rx_brate,dl_cqi,dl_ri,dl_pmi,ul_phr,ul_sinr,ul_mcs,ul_samples,dl_mcs,dl_samples
100,100,71,469930,8216,7580,190,17,0,6,0,17360,15,0,0,40,34.4041,21.3846,13,27.6176,34
100,100,71,469930,8424,7616,188,17,0,6,0,17360,15,0,0,40,34.0791,21.2308,13,27.4848,33
100,100,71,469930,8216,7600,191,17,0,5,0,16952,15,0,0,40,35.3809,21.6,10,27.6452,31
100,100,71,469930,8268,7652,190,18,1,6,0,17360,15,0,0,40,33.9789,21.2308,13,27.5588,34
100,100,71,469930,8320,7600,190,17,0,6,0,17360,15,0,0,40,34.9528,21.3846,13,27.5556,36
100,100,72,333974,6684,6200,336,18,0,7,0,25224,15,0,0,40,36.6226,21.8462,13,26.8333,36
100,100,72,469930,8112,7572,208,17,0,6,0,17360,15,0,0,40,34.3944,21.2727,11,27.5938,32
100,100,72,469930,7852,7312,181,13,0,5,0,13224,15,0,0,40,33.5399,21.0909,11,27.6452,31
100,100,72,469930,8528,7584,191,12,0,4,0,12816,15,0,0,40,35.0374,21.3333,9,27.4091,22
100,100,72,469930,8060,7588,190,17,0,6,0,17360,15,0,0,40,34.9927,21.2857,14,27.6,35
100,100,72,469930,8060,7584,190,17,0,6,0,17360,15,0,0,40,35.5208,21.4545,11,27.6364,33
100,100,72,469930,8060,7580,190,17,0,6,0,17360,15,0,0,40,34.9658,21.2727,11,27.4242,33
100,100,72,469930,8060,7580,190,17,0,6,0,17360,15,0,0,40,34.7187,21.2727,11,27.4118,34
100,100,72,469930,8060,7580,190,17,0,6,0,17360,15,0,0,40,34.8279,21.2857,14,27.5429,35
100,100,72,469930,8060,7580,190,17,0,6,0,17360,15,0,0,40,34.6774,21.2857,14,27.6,35
100,100,72,469930,8060,7580,190,17,0,6,0,17360,15,0,0,40,35.5768,21.4545,11,27.6061,33
100,100,72,469930,8060,7584,190,15,0,6,0,17360,15,0,0,40,34.8241,21.2857,14,27.6333,30
100,100,72,469930,8112,7580,190,17,0,6,0,17360,15,0,0,40,34.8386,21.2727,11,27.4242,33
100,100,72,469930,8060,7580,190,17,0,6,0,17360,15,0,0,40,34.5954,21.2857,14,27.5714,35
100,100,72,469930,8060,7584,190,12,0,4,0,12816,15,0,0,40,35.1473,21.3333,9,27.5455,22
100,100,72,469930,8060,7580,190,17,0,6,0,17360,15,0,0,40,35.2041,21.2857,14,27.6,35
100,100,72,469930,8164,7584,190,17,0,6,0,17360,15,0,0,40,34.8167,21.2857,14,27.6,35
100,100,72,469930,8060,7584,190,17,0,6,0,17360,15,0,0,40,35.1849,21.4545,11,27.6061,33
100,100,72,469930,8060,7584,190,17,0,6,0,17360,15,0,0,40,34.8333,21.2727,11,27.4242,33
100,100,72,469930,8060,7584,190,17,0,6,0,17360,15,0,0,40,34.9329,21.2857,14,27.6471,34
100,100,72,469930,11336,7536,244,18,0,7,0,20200,15,0,0,40,35.8943,21.8462,13,27.1143,35
100,100,72,469930,11388,7548,251,17,0,8,0,24624,15,0,0,40,35.1817,21.4286,14,27.5882,34
100,100,72,469930,11908,7568,268,15,0,8,0,26192,15,0,0,40,36.0994,21.6111,18,27.6,30
100,100,72,469930,12012,7572,273,17,0,8,0,20208,15,0,0,40,35.5876,21.125,16,27.4242,33
100,100,72,376000,10244,6408,225,2,0,1,0,4136,15,0,0,40,36.813,22,3,27.8571,7
100,100,72,469930,11752,7552,240,18,0,8,0,20208,15,0,0,40,35.8364,21.125,16,27.1143,35
100,100,72,469930,12116,7568,274,17,0,8,0,28192,15,0,0,40,35.1119,21.6429,14,27.5882,34
100,100,72,469930,12064,7568,260,18,0,7,0,22088,15,0,0,40,35.4477,21.6,15,27.4571,35
100,100,72,469930,11804,7548,270,17,0,7,0,20200,15,0,0,40,36.2209,22.1429,14,27.4286,35
