available_dl_prbs,available_ul_prbs,ue_id,dl_bytes,ul_bytes,dl_prbs,ul_prbs,tx_pkts,tx_errors,rx_pkts,rx_errors,rx_brate,dl_cqi,dl_ri,dl_pmi,ul_phr,ul_sinr,ul_mcs,ul_samples,dl_mcs,dl_samples
100,100,70,3306630,50712,38728,1301,19,0,5,0,16952,15,0,0,40,36.1336,21.6,10,24.9,40
100,100,70,504930,7956,7492,188,18,0,5,0,16952,15,0,0,40,39.0991,21.75,8,26.2432,37
100,100,70,504930,8060,7568,189,12,0,3,0,12408,15,0,0,40,41.2784,22,6,27.7143,21
100,100,70,504930,9152,7536,201,17,0,5,0,16952,15,0,0,40,41.0947,21.75,8,27.7097,31
100,100,70,504930,8164,7480,192,7,0,2,0,8272,15,0,0,40,41.8018,22,4,27.8889,9
100,100,70,504930,8164,7684,191,17,0,6,0,17856,15,0,0,40,41.4565,21.6364,11,27.6286,35
100,100,70,474084,7384,7352,179,13,0,3,0,8680,15,0,0,40,41.3986,21.6,5,27.7083,24
100,100,70,504930,8008,7664,189,17,0,5,0,16952,15,0,0,40,41.7691,21.6,10,27.6667,36
100,100,70,504930,8008,7604,189,18,1,6,0,17360,15,0,0,40,40.7866,21.2727,11,27.5278,36
100,100,70,504930,8216,7648,193,18,1,6,0,17856,15,0,0,40,41.9252,21.5714,14,27.6389,36
100,100,70,504930,8216,7508,193,17,0,6,0,17856,15,0,0,40,40.3967,21.6364,11,27.5882,34
100,100,70,504930,8268,7480,194,16,0,6,0,17856,15,0,0,40,41.5623,21.5714,14,27.871,31
100,100,70,504930,8060,7688,190,17,0,5,0,16952,15,0,0,40,41.0738,21.6,10,27.6364,33
100,100,70,504930,8112,7592,191,12,0,4,0,13312,15,0,0,40,41.9289,22,7,27.8571,21
100,100,70,504930,7956,7492,187,17,0,5,0,16952,15,0,0,40,40.6846,21.75,8,27.5714,35
100,100,70,504930,7956,7484,187,19,0,5,0,16952,15,0,0,40,39.908,21.5,12,23.6667,42
100,100,70,504930,8164,7480,192,17,0,5,0,16952,15,0,0,40,41.1868,21.6,10,27.5278,36
100,100,70,504930,8060,7488,189,17,0,5,0,16952,15,0,0,40,40.1,21.75,8,27.5714,35
100,100,70,504930,8060,7536,190,17,0,5,0,16952,15,0,0,40,40.8617,21.6,10,27.6176,34
100,100,70,504930,8164,7528,192,17,0,6,0,17360,15,0,0,40,41.1298,21.4,10,27.5714,35
100,100,70,504930,8684,7516,196,17,0,6,0,17360,15,0,0,40,40.5065,21.2308,13,27.6897,29
100,100,70,504930,8112,7524,191,17,0,6,0,17360,15,0,0,40,40.8467,21.3846,13,27.6765,34
100,100,70,504930,7852,7568,190,17,0,5,0,13224,15,0,0,40,40.9217,21.3333,9,27.5,36
100,100,70,504930,8060,7568,190,17,0,6,0,17360,15,0,0,40,41.0268,21.3846,13,27.5882,34
100,100,70,504930,8060,7548,190,17,0,6,0,17360,15,0,0,40,40.9464,21.2308,13,27.7941,34
100,100,70,504930,8060,7556,190,17,0,6,0,17360,15,0,0,40,40.261,21.3846,13,27.5714,35
100,100,70,504930,8060,7572,190,17,0,6,0,17360,15,0,0,40,41.0024,21.2308,13,27.6061,33
