available_dl_prbs,available_ul_prbs,dl_bytes,ul_bytes,dl_prbs,ul_prbs,tx_pkts,tx_errors,rx_pkts,rx_errors,rx_brate,dl_cqi,dl_ri,dl_pmi,ul_phr,ul_sinr,ul_mcs,ul_samples,dl_mcs,dl_samples
100,100,4623524,31200,49568,723,15,0,1,0,4136,15,0,0,30,104.53,22,3,27.9643,28
100,100,4623524,30212,49548,704,31,0,4,0,13312,15,0,0,30,0,0,6,27.9074,54
100,100,4623524,29900,49552,780,31,0,9,0,36776,15,0,0,30,104.53,22.1176,17,27.8667,60
100,100,4759510,30680,49884,778,45,0,6,0,26880,15,0,0,30,104.534,22,13,27.9279,111
100,100,4623524,29120,50216,714,53,0,12,0,44000,15,0,0,30,104.506,21.8966,29,27.8779,131
100,100,4623524,30576,49996,741,79,0,14,0,53488,15,0,0,30,104.521,22.4242,33,27.8118,170
100,100,4623524,30316,49556,740,92,0,18,0,61328,15,0,0,30,104.513,21.4,40,27.8043,184
100,100,4623524,30056,49552,698,92,0,15,0,64664,15,0,0,30,104.533,22.1622,37,27.8537,205
100,100,4623524,29744,49532,721,2,0,3,0,11064,0,0,0,30,104.499,22.4286,7,0,0
100,100,4759510,29900,50756,695,20,0,4,0,11040,15,0,0,30,104.445,22,11,27.931,58
100,100,4623524,31096,49444,717,24,0,6,0,28480,15,0,0,30,0,0,11,27.7273,55
100,100,4623524,30680,49920,764,46,0,5,0,23960,15,0,0,30,104.536,22.1818,11,27.9053,95
100,100,4623524,30888,49556,680,60,0,10,0,36624,15,0,0,30,104.515,21.52,25,27.8803,117
100,100,4623524,30264,49560,713,68,0,12,0,47072,15,0,0,30,104.439,21.5833,24,27.854,137
100,100,4759510,29328,50052,710,77,0,11,0,42264,15,0,0,30,104.515,22.3077,26,27.9176,182
100,100,4623524,29536,50508,749,100,0,17,0,61752,15,0,0,30,104.491,21.1429,35,27.8539,219
100,100,4623524,31460,49536,720,8,0,1,0,4136,15,0,0,30,0,0,1,27,3
100,100,4623524,30420,49600,735,18,0,3,0,9176,15,0,0,30,0,0,4,27.9375,32
100,100,4623524,30420,49552,671,32,0,6,0,22480,15,0,0,30,0,0,10,27.8197,61
100,100,4623524,30316,49552,724,31,0,6,0,22256,15,0,0,30,0,0,7,27.7903,62
100,100,4759510,31720,50212,721,46,0,6,0,24432,15,0,0,30,104.531,22,13,27.8981,108
100,100,4623524,30576,50416,740,74,0,11,0,41912,15,0,0,30,104.528,21.88,25,27.8819,144
