available_dl_prbs,available_ul_prbs,ue_id,dl_bytes,ul_bytes,dl_prbs,ul_prbs,tx_pkts,tx_errors,rx_pkts,rx_errors,rx_brate,dl_cqi,dl_ri,dl_pmi,ul_phr,ul_sinr,ul_mcs,ul_samples,dl_mcs,dl_samples
100,100,83,19853956,259584,213224,5182,51,0,9,0,60712,15,0,0,40,37.5765,22.4211,19,27.8182,99
100,100,83,19989942,263952,213956,5365,96,0,20,0,130232,15,0,0,40,37.8556,22.4706,34,27.8731,197
100,100,83,19853956,256984,214048,5140,153,0,26,0,178488,15,0,0,40,37.6872,22.4348,46,27.8444,302
100,100,83,19853956,262600,213376,5328,261,1,53,0,295136,15,0,0,40,37.3484,21.6917,133,27.8425,527
100,100,83,19853956,255892,213892,5076,362,0,71,0,384456,15,0,0,40,38.5834,22.0764,144,27.8611,727
100,100,83,19989942,251420,214120,5172,78,0,15,0,91560,15,0,0,40,39.5138,22.4231,26,27.9128,172
100,100,83,19853956,272636,213568,5580,138,0,24,0,166584,15,0,0,40,39.161,22.537,54,27.8448,277
100,100,83,19989136,269828,213988,5488,189,0,35,0,224408,15,0,0,40,39.915,22.2319,69,27.8921,380
100,100,83,19853956,283556,213976,5673,22,0,3,0,25496,15,0,0,40,39.3952,22.6667,9,27.75,36
100,100,83,19989136,275184,214016,5640,61,0,14,0,82696,15,0,0,40,40.083,21.8621,29,27.9091,132
100,100,83,19854762,246532,213828,5015,113,0,24,0,152688,15,0,0,40,39.422,22.4717,53,27.9068,236
100,100,83,19989942,262548,213696,5285,171,0,38,0,225472,15,0,0,40,39.7883,22.4286,70,27.882,339
100,100,83,19854762,263588,214236,5319,441,0,85,0,554336,15,0,0,40,39.2512,22.0556,144,27.8429,891
100,100,83,19989136,256724,214336,5265,46,0,9,0,64560,15,0,0,40,40.4192,22.0526,19,27.8085,94
100,100,83,19854762,265512,215016,5427,102,0,28,0,132632,15,0,0,40,40.1198,19.9828,58,27.8571,210
100,100,83,19989136,268424,213244,5517,155,0,32,0,191864,15,0,0,40,39.8558,22.0769,52,27.873,307
100,100,83,19854762,275392,214680,5580,205,0,40,0,251248,15,0,0,40,39.5529,22.1176,85,27.8857,420
100,100,83,19853956,269932,213424,5495,255,0,55,0,308968,15,0,0,40,40.024,20.9915,117,27.8974,507
100,100,83,19989942,266240,214136,5430,310,0,54,0,372040,15,0,0,40,39.364,22.2174,115,27.8812,623
100,100,83,19989942,275704,214668,5635,415,0,77,0,522728,15,0,0,40,39.4953,22.125,176,27.897,835
100,100,83,19853956,270660,213220,5424,31,0,8,0,48024,15,0,0,40,39.6115,22.125,16,27.8833,60
100,100,83,19989942,271284,214712,5532,82,0,16,0,112296,15,0,0,40,39.4403,22.3939,33,27.9148,176
100,100,83,19853956,281268,213460,5706,140,1,26,0,189000,15,0,0,40,39.6948,22.0909,44,27.8221,281
100,100,83,19989942,283400,214124,5779,186,0,35,0,242768,15,0,0,40,39.7153,22.2432,74,27.8609,381
100,100,83,19853956,282932,213840,5629,240,0,41,0,289400,15,0,0,40,39.2546,22.2169,83,27.89,482
100,100,83,19989942,235144,213932,4757,62,0,14,0,73392,15,0,0,40,39.8348,22.129,31,27.8963,135
100,100,83,19853956,252824,214076,5241,126,0,26,0,159392,15,0,0,40,40.2191,21.7451,51,27.856,243
100,100,83,19989136,276068,214112,5584,167,0,36,0,225984,15,0,0,40,39.9095,21.6974,76,27.8931,346
100,100,83,19989136,278096,213904,5669,276,0,61,0,322608,15,0,0,40,39.6526,22.1368,117,27.8519,567
100,100,83,19854762,273676,214060,5608,329,1,56,0,416752,15,0,0,40,39.2404,22.3846,91,27.8561,667
100,100,83,19989136,272636,214248,5614,381,0,78,0,444192,15,0,0,40,39.8173,22.2721,147,27.8383,767
100,100,83,19989136,274716,214144,5646,45,0,8,0,55696,15,0,0,40,39.9018,22.2609,23,27.8788,99
100,100,83,19989136,272532,213728,5546,152,0,27,0,162200,15,0,0,40,39.7788,21.6429,56,27.8376,314
