available_dl_prbs,available_ul_prbs,ue_id,dl_bytes,ul_bytes,dl_prbs,ul_prbs,tx_pkts,tx_errors,rx_pkts,rx_errors,rx_brate,dl_cqi,dl_ri,dl_pmi,ul_phr,ul_sinr,ul_mcs,ul_samples,dl_mcs,dl_samples
100,100,71,19853956,285740,215060,6189,99,0,17,0,136808,15,0,0,40,39.5122,22.6774,31,27.9086,197
100,100,71,19854762,270348,214312,5909,82,0,19,0,92184,15,0,0,40,40.9243,22.3125,32,27.9333,165
100,100,71,19989136,265200,214332,5887,12,0,2,0,16352,15,0,0,40,39.8702,22.6,5,27.88,25
100,100,71,19854762,275288,214304,5943,64,0,11,0,73560,15,0,0,40,39.9039,22.48,25,27.9134,127
100,100,71,19974922,280020,214664,6048,47,0,9,0,68488,15,0,0,40,38.8791,22.3333,12,27.9247,93
100,100,71,19862968,286156,213736,6124,98,0,16,0,115464,15,0,0,40,35.3235,21.8667,30,27.9274,179
100,100,71,19989942,259428,215300,5702,30,0,7,0,32936,15,0,0,40,41.1962,22.4615,13,27.9531,64
100,100,71,19989136,279188,216516,6172,11,1,2,0,14816,15,0,0,0,40.6484,20.75,4,27.8889,27
100,100,71,19854762,285532,216596,6114,65,2,15,0,77720,15,0,0,40,40.5121,22.3333,33,27.8846,130
100,100,71,19854762,280488,216640,6153,170,2,31,0,254952,15,0,0,40,40.147,22.6364,66,27.8801,342
100,100,71,19989136,292292,216652,6223,220,6,46,0,291704,15,0,0,40,40.4913,22.0874,103,27.873,441
100,100,71,19989942,278772,216272,6014,324,6,62,0,397200,15,0,0,40,40.4055,22.5566,106,27.8784,658
100,100,71,19853956,275496,216624,5987,386,12,71,0,499800,15,0,0,40,40.3893,22.4348,138,27.8518,776
100,100,71,19854762,263640,216068,5590,47,1,10,0,62784,15,0,0,40,39.7055,22.1053,19,27.8936,94
100,100,71,19989136,273728,215704,5885,99,1,18,0,160632,15,0,0,40,39.8937,22.9118,34,27.8274,197
100,100,71,19854762,268372,216328,5761,152,3,25,0,165944,15,0,0,40,39.9053,22.5385,39,27.8816,304
100,100,71,19989136,270348,216588,5823,206,8,35,0,252792,15,0,0,40,39.8217,22.5517,58,27.8617,412
100,100,71,19854762,274040,216044,6000,257,7,39,0,384552,15,0,0,40,40.0465,22.5733,75,27.908,511
100,100,71,19865972,261508,216064,5566,312,9,59,0,373608,15,0,0,40,40.4329,21.4569,116,27.8819,618
100,100,71,19977926,266032,217040,5768,366,8,61,0,503912,15,0,0,40,39.9414,22.5726,124,27.8743,732
100,100,71,19853956,256932,216240,5685,416,8,71,0,510440,15,0,0,40,40.0104,22.3643,140,27.8971,826
