available_dl_prbs,available_ul_prbs,ue_id,dl_bytes,ul_bytes,dl_prbs,ul_prbs,tx_pkts,tx_errors,rx_pkts,rx_errors,rx_brate,dl_cqi,dl_ri,dl_pmi,ul_phr,ul_sinr,ul_mcs,ul_samples,dl_mcs,dl_samples
100,100,70,13326628,78832,158964,1966,79,5,11,0,36600,12,0,0,40,40.9442,22.2353,17,25.5723,159
100,100,70,13326628,140660,147500,3282,173,2,28,0,89776,13,0,0,40,40.1987,21.566,53,27.4909,330
100,100,70,13201156,80388,148996,2010,16,0,3,0,9176,13,0,0,40,41.003,22,7,27.6471,34
100,100,70,13326628,179868,147400,4054,87,1,19,0,120680,13,0,0,40,39.446,22.2424,33,27.6564,163
100,100,70,13337034,177420,151704,4060,0,0,1,0,13536,0,0,0,40,39.1772,23,3,28,4
100,100,70,13212476,180396,147184,3995,37,2,7,0,37768,13,0,0,40,40.5889,21.8824,17,26.623,61
100,100,70,13326628,178620,147784,4006,71,1,12,0,68320,13,0,0,40,39.8189,22.1111,27,27.2422,128
100,100,70,13321316,160280,148372,3608,96,2,16,0,55984,13,0,0,40,38.6346,21.8182,33,27.3073,192
100,100,70,13326628,112580,147424,2592,31,0,6,0,36320,13,0,0,40,38.2198,22.3333,12,26.6852,54
100,100,70,13190642,183040,147740,4133,106,4,19,0,61048,13,0,0,40,41.018,22.025,40,27.8469,196
100,100,70,13337142,80932,147948,2069,138,2,23,0,76152,13,0,0,40,40.3197,21.9583,48,27.5317,284
100,100,70,13337142,178732,147948,4042,123,0,24,0,154824,13,0,0,40,39.199,22.3725,51,27.626,246
100,100,70,13213118,181716,147364,3894,197,1,45,0,257568,13,0,0,40,39.2235,22.1667,96,27.434,394
100,100,70,13326628,186836,147152,4257,272,3,64,0,370512,13,0,0,40,40.1126,20.5128,117,27.7111,547
100,100,70,13201156,183960,146804,4258,5,0,2,0,13280,13,0,0,40,40.2017,22.5,6,0,0
100,100,70,15096196,221256,169500,4885,72,0,17,0,100104,13,0,0,40,39.385,22.4595,37,27.65,140
