available_dl_prbs,available_ul_prbs,ue_id,dl_bytes,ul_bytes,dl_prbs,ul_prbs,tx_pkts,tx_errors,rx_pkts,rx_errors,rx_brate,dl_cqi,dl_ri,dl_pmi,ul_phr,ul_sinr,ul_mcs,ul_samples,dl_mcs,dl_samples
100,100,84,14847480,117644,167324,2692,127,62,11,0,48248,13,0,0,40,36.4279,19.9524,21,27.6466,249
100,100,106,8642514,54956,94760,1376,0,0,1,0,3112,0,0,0,0,35.8756,19,3,0,0
100,100,106,13326628,80600,145868,1973,72,1,11,0,40568,13,0,0,40,37.2862,22.3158,19,27.9085,153
100,100,106,13190642,81692,146556,1949,113,1,20,0,67248,13,0,0,40,35.8435,21.9268,41,27.8673,226
100,100,106,13326628,80704,144996,1960,184,3,31,0,109384,13,0,0,40,36.7335,21.8551,69,27.8789,380
100,100,106,13190642,167648,146260,4051,32,0,7,0,47368,13,0,0,40,36.6283,22.7143,21,27.875,56
100,100,106,13326628,83772,146384,2030,65,3,11,0,38024,13,0,0,40,36.2825,22,26,27.9173,133
100,100,106,13337142,81756,147444,2080,212,3,37,0,129064,13,0,0,40,36.8816,21.7361,72,27.8874,435
100,100,106,13326628,81640,145808,2004,287,2,48,0,167728,13,0,0,40,36.5538,22.0485,103,27.7848,581
100,100,106,13190642,97188,146208,2354,50,0,9,0,30184,13,0,0,40,36.9044,22.3125,16,27.883,94
100,100,109,12076710,77784,133468,1893,94,2,16,0,57808,13,0,0,40,40.2763,22,36,27.7411,197
100,100,109,13316810,83056,145124,1993,35,0,10,0,32256,13,0,0,40,40.9334,22,15,27.7703,74
100,100,109,13221488,82252,146632,2028,81,2,20,0,55944,13,0,0,40,40.615,16.0286,35,27.8121,165
100,100,109,13349158,101476,145484,2456,148,1,28,0,91296,13,0,0,40,38.5017,21.8596,57,27.4831,296
100,100,109,13337142,183676,146160,4159,23,0,5,0,36960,13,0,0,40,39.8058,22.4167,12,27.9344,61
100,100,109,13213172,93508,146664,2383,66,0,14,0,44416,13,0,0,40,41.1774,21.9615,26,27.7597,129
100,100,110,7343750,43880,79344,1022,126,0,24,0,78000,13,0,0,40,38.6701,21.54,50,27.8769,260
100,100,110,13315308,82468,147772,2021,247,4,42,0,141536,13,0,0,40,41.1907,22,88,27.8142,506
100,100,110,13222990,82952,145980,2070,294,0,51,0,171976,13,0,0,40,40.7797,22.1485,101,27.6118,577
100,100,110,13337142,82328,147560,2086,15,0,3,0,12024,13,0,0,40,41.4167,22,8,27.9355,31
100,100,110,13326628,81380,145840,1953,50,0,7,0,27224,13,0,0,40,40.2145,22.1333,15,27.8522,115
100,100,110,13190642,81224,145856,1927,94,0,17,0,62024,13,0,0,40,41.1595,21.9677,31,27.6433,171
100,100,110,13319814,117584,145252,2729,280,0,61,0,290160,13,0,0,40,40.6246,20.912,125,27.6596,564
100,100,110,13337142,84628,147888,2021,47,4,5,0,23000,13,0,0,40,41.1153,21.6,10,27.91,100
100,100,110,13337142,82016,145320,2002,74,0,12,0,46080,13,0,0,40,41.8483,22.2,30,27.7606,142
100,100,110,13309300,82872,146776,1915,69,0,12,0,39312,13,0,0,40,41.0404,21.6087,23,27.4632,136
100,100,110,13310106,83316,148372,2002,265,7,44,0,153824,13,0,0,40,40.1433,21.8571,91,27.454,522
100,100,110,13213978,82888,145952,2005,16,0,2,0,8272,13,0,0,40,39.9605,22,5,27.871,31
100,100,110,13337142,81872,146864,1960,60,4,10,0,35536,13,0,0,40,40.4661,21.619,21,27.8198,111
100,100,110,13337142,82016,146184,1991,84,0,15,0,51384,13,0,0,40,41.0057,21.875,24,27.9209,177
