available_dl_prbs,available_ul_prbs,ue_id,dl_bytes,ul_bytes,dl_prbs,ul_prbs,tx_pkts,tx_errors,rx_pkts,rx_errors,rx_brate,dl_cqi,dl_ri,dl_pmi,ul_phr,ul_sinr,ul_mcs,ul_samples,dl_mcs,dl_samples
100,100,70,13190642,211588,144388,4892,40,0,10,0,65728,15,0,0,40,39.3306,22.3333,27,27.8533,75
100,100,70,13326628,209924,144300,4858,71,2,16,0,116848,15,0,0,40,39.5607,22.5263,38,27.9139,151
100,100,70,13326628,211016,143748,4854,105,0,27,0,172632,15,0,0,40,39.0726,21.5932,59,27.896,202
100,100,70,13213978,174928,144136,4075,57,0,20,0,85264,15,0,0,40,38.8497,21.6316,38,27.9492,118
100,100,70,13326628,191256,143428,4516,94,0,27,0,129896,15,0,0,40,39.1788,21.8983,59,27.9462,186
100,100,70,13201156,189092,143296,4558,126,0,32,0,203576,15,0,0,40,39.5239,22.1786,56,27.9421,242
100,100,70,13326628,190112,144532,4487,85,0,20,0,108232,15,0,0,40,39.4638,21.9032,31,27.9467,169
100,100,70,13326628,192972,143380,4541,32,1,9,0,52648,15,0,0,40,39.4587,21.5909,22,27.9577,71
100,100,70,13201156,190156,144832,4451,74,0,17,0,107304,15,0,0,40,39.3531,22.5152,33,27.9416,137
100,100,70,13326628,191048,144204,4495,105,2,24,0,163752,15,0,0,40,39.6361,22.5366,41,27.9434,212
100,100,70,13326628,192036,143880,4534,135,0,40,0,205656,15,0,0,40,39.2317,21.8989,89,27.9382,275
100,100,70,13190642,190944,145280,4483,94,0,28,0,148008,15,0,0,40,39.1942,22.4,60,27.9239,184
100,100,70,13349158,187176,144360,4527,128,2,41,0,187752,15,0,0,40,38.8892,19.8966,87,27.9459,259
100,100,70,13190642,172848,143820,4147,80,0,23,0,121000,15,0,0,40,39.4669,22.6136,44,27.929,155
100,100,70,13326628,165308,144552,4088,116,0,37,0,164880,15,0,0,40,38.7037,19.8451,71,27.9292,240
100,100,70,13326628,162968,144260,3909,38,1,9,0,42440,15,0,0,40,39.2627,21.9565,23,27.9359,78
100,100,70,13326628,164840,144536,4096,65,0,30,0,113328,15,0,0,40,38.3906,18.2321,56,27.9242,132
100,100,70,13190642,174772,143656,4127,106,1,28,0,136912,15,0,0,40,39.2031,22.2143,56,27.9522,209
100,100,70,13326628,174044,143984,4183,140,1,40,0,178144,15,0,0,40,38.828,21.7073,82,27.946,278
100,100,70,13326628,173108,144216,4194,170,2,45,0,237000,15,0,0,40,39.3477,22.5111,90,27.9325,341
100,100,70,11705581,154636,127384,3691,107,0,17,0,141672,15,0,0,40,39.3489,22.5278,36,27.6528,216
