available_dl_prbs,available_ul_prbs,ue_id,dl_bytes,ul_bytes,dl_prbs,ul_prbs,tx_pkts,tx_errors,rx_pkts,rx_errors,rx_brate,dl_cqi,dl_ri,dl_pmi,ul_phr,ul_sinr,ul_mcs,ul_samples,dl_mcs,dl_samples
100,100,72,33180584,485732,355084,9736,176,2,36,0,245832,15,0,0,40,40.1635,19.5362,69,27.9884,344
100,100,72,33181390,475176,355672,9316,261,1,42,0,305472,15,0,0,40,39.8974,22.1333,75,27.9773,529
100,100,72,31931018,470108,341200,9363,57,1,8,0,77472,15,0,0,40,39.8973,22.625,16,28,124
100,100,72,32064696,431028,340480,8484,138,0,24,0,158576,15,0,0,40,40.0293,22.0469,64,28,272
100,100,72,31926512,411204,341132,8267,218,1,37,0,214728,15,0,0,40,40.07,22.2025,79,28,440
100,100,72,31979082,382176,341252,7756,304,1,43,0,318568,15,0,0,40,39.6554,22.7532,77,28,614
100,100,72,31938528,437016,340604,8847,112,1,18,0,142968,15,0,0,40,40.391,21.9302,43,28,220
100,100,72,31980584,454544,340028,8965,188,0,29,0,282088,15,0,0,40,39.9737,22.6,70,28,375
100,100,72,31855918,435460,341152,8936,86,1,22,0,109072,15,0,0,40,40.2204,20.1842,38,28,164
100,100,72,31911492,438128,339728,8840,161,1,25,0,219960,15,0,0,40,39.6294,22.9302,43,28,330
100,100,72,31977580,465284,340376,9361,246,1,47,0,333952,15,0,0,40,40.3483,20.3551,107,28,489
100,100,72,31824376,436656,340680,8750,332,1,46,0,386448,15,0,0,40,39.7103,22.4205,88,28,658
100,100,72,31938528,444776,340312,8893,57,0,8,0,78528,15,0,0,40,39.6481,22.5,24,28,110
100,100,72,31821372,434108,339336,8785,218,1,37,0,283080,15,0,0,40,39.7071,22.4,75,28,443
100,100,72,31864930,427780,340196,8479,300,1,41,0,412896,15,0,0,40,39.1443,22.7377,61,28,597
100,100,72,32037660,481260,341164,9509,110,0,18,0,144408,15,0,0,40,40.4895,21.9778,45,28,218
100,100,72,31914496,459392,340796,9285,194,1,28,0,279848,15,0,0,40,39.6352,22.24,50,28,392
100,100,72,31940030,446616,340080,8901,273,0,38,0,391456,15,0,0,40,39.4668,22.3218,87,28,542
100,100,72,31827380,397072,340024,7963,169,0,23,0,179104,15,0,0,40,39.9029,22.7308,52,28,338
100,100,72,31896472,438920,340788,8709,244,0,31,0,304016,15,0,0,40,39.5766,22.8841,69,28,488
100,100,72,32096238,450216,340616,9090,327,1,54,0,447456,15,0,0,40,39.7671,22.3902,123,28,654
100,100,72,31720738,436240,340324,8679,415,2,57,0,455336,15,0,0,40,39.685,22.4737,114,28,823
